policy_id,policy_holder_name,policy_holder_surname,policy_effective_date,policy_broker_id
c38de674-5156-4e9b-8fa9-768194712a73,Zaki,Torres,11November2021,1
3e4825ca-1767-45d4-843a-332bf08047f1,Carlyne,Nguyen,Wed Sep 29 00:00:00 2021,8
732b9b4c-e027-4d3c-832f-ce1f23e8e0f6,Romulo,Hill,2020-03-10,3
3a46b5a8-6dc5-4ea2-827c-7ebeee3ac356,Jayna,Garcia,2021/09/08,4
f8a266b3-f6b3-4976-aa1b-3af85ba3adc6,Emmalynn,Campbell,Tue May 18 00:00:00 2021,1
7fecfe7a-ae84-4a58-9fdb-1b96d14b61fc,Matther,King,21-08-21,5
d1a671ae-daf1-4ef2-bfc6-94d07de8c559,Zeina,Walker,2021-07-22,4
579b5461-3874-4371-aed4-d9094982a5b0,Latonja,Gonzalez,07March2021,8
24bc3646-25bf-4ffb-b1f3-d2a85240f122,Terresa,Nelson,Sat Oct 10 00:00:00 2020,7
509cb1cf-2d8b-4a4e-b90a-2deda16ed737,Camden,Hill,2020-07-14,7
1c566ca2-24f0-44a3-933c-028a93475586,Charmagne,Anderson,2021-08-19,1
853dee0f-a8fe-42c7-a72f-1788f22137c5,Hristopher,Thompson,Mon Sep 14 00:00:00 2020,2
42b8956f-c991-4372-beee-616c5ad0a6c9,Salman,Rodriguez,Wed May 12 00:00:00 2021,7
ea4d3c91-0acf-423b-a965-32d4e0e2d535,Terell,Baker,20-07-28,9
ac8921db-7eec-48ab-8968-d844d4e1be1a,Ramos,Torres,2020-11-09,2
7e0e7ce2-6fc8-47fe-8fa2-43af39351f11,Henrietta,Johnson,2020/04/11,7
56132b15-aa5d-459b-899a-f3f1e0e7b932,Lesa,Lopez,20-08-01,6
3f8de0fc-8cfe-4cd7-8828-756acfd5f65a,Dandrea,Wilson,2021/09/14,5
f597ca78-52e0-4c8a-82e8-2eda841b4807,Bee,Lewis,2020/05/06,6
9ebc78ca-b96d-40a6-ace7-26ae2cdd5392,Valine,Rodriguez,2021-01-18,9
5966524b-579d-44be-bbfe-c0c49d3bc354,Wendolyn,Lewis,2021-09-10,5
46aa7d39-9ccf-4fab-a571-15700bb0209a,Kanetra,Jones,2020/04/15,2
5775f17d-3762-49f6-adfe-91b670013011,Michalle,Scott,2021/01/03,8
15c92ed3-61d6-46c1-a207-fd03e0a5fb51,Chuong,Young,2020-07-29,4
e5e27435-b666-4f6e-90d6-6274984053c8,Ikeya,Anderson,11November2021,6
51d00403-1729-4527-896c-e72314eb43b9,Sumera,Harris,2020-08-01,3
a19cdbce-ded7-4238-b05a-e2e246f558f5,Aziz,Thomas,30November2020,5
4d5c0719-7a41-4b11-ae50-726514baa997,Matther,Carter,20-12-02,3
2cce5055-2545-4379-a6e1-579ed6bd9d49,Jude,Wright,2021-09-26,2
a2b5f998-ed86-44c0-acaa-12f1340cc576,Takecia,White,Wed Dec 30 00:00:00 2020,7
334b7cc4-827d-4bd6-8577-7e8292590f0f,Flavio,Wright,2020/05/31,2
8f4d341f-2f82-4194-92ca-c27638643630,Mariesa,Jones,21-05-17,9
328d150d-2833-4cf9-b1f2-cc16054bf6f7,Shloime,Campbell,2020/08/21,5
3859f0e7-9d80-4df8-8dcd-6a6501e92a30,Claiborne,Thompson,03January2020,6
5b984f6c-74a9-4f68-b822-0127a9b6acb2,Haydee,Davis,2020/09/06,10
c44d1cf3-3ac4-4f3e-9082-280d3d5bb928,Sora,Smith,21-12-20,5
17070961-ea2f-4f87-8ffe-140b2f58995d,Kortez,Johnson,Sun May 10 00:00:00 2020,5
463576cc-4c84-4d99-b093-60596aaeb303,Sol,Green,05September2020,3
b219d45b-8ac1-4ea8-a0c6-5bc964e480f2,Aften,Green,2021-01-19,6
e6801f1d-c5eb-4930-a039-29bcfa69a6cc,Jacquelynne,Green,2021-09-24,7
c91fc656-cc8c-4910-90f4-1589a339cb1d,Fabiola,Green,21-03-13,5
2b66af28-3915-4b85-8c25-48949b9f9755,Rockell,Jackson,Mon Jun 22 00:00:00 2020,5
70f141c1-4c81-4eb1-9c0a-b595215de049,Hobie,Lopez,Mon Feb 24 00:00:00 2020,3
e4cfc015-c42e-4033-9edb-873eb9199497,Zarinah,Young,10February2021,8
b01c5b5a-83d3-41ee-b293-5d27a240e092,Shaindel,Thomas,2020-04-27,1
ec17c681-4cdd-4307-8fda-e8cc5b8154a3,Christinea,Robinson,Mon Feb 22 00:00:00 2021,2
3b1ad2d3-f603-4148-9fdd-c3b9ef16a544,Zoltan,Torres,21-06-15,7
6097e622-56c1-4631-8579-e13fe276a3fb,Lemuel,Lee,Sat Nov  6 00:00:00 2021,6
3be1da0f-905c-4314-97cc-7f98f58849e8,Nichole,Garcia,Sun Jun 20 00:00:00 2021,7
e1576d68-3aef-44c9-901e-9c74d1ecb758,Calais,Scott,2021-05-17,9
05ff5ee3-05cb-4d8a-b74e-c0292cff2028,Fredrika,Hall,20-07-09,1
e750f0fc-530f-461b-9b8d-37fcf4c3cc99,Zaki,Harris,22January2020,1
691619a0-6d64-4237-899d-4650d44fa86d,Jodi,Thomas,20-11-07,7
5c3ab071-1d75-497e-9694-d33e37c6236d,Suad,Jones,Wed Aug 12 00:00:00 2020,8
11fcdc09-1034-4e15-bbe9-aedf3e1e1978,Shai,Rodriguez,Thu Oct 29 00:00:00 2020,10
766c3203-411c-4bf5-a70a-4e6cb5417633,Velia,Smith,09April2020,4
c2393475-7b8d-416d-93ec-bcf25bda303a,Tyffanie,Williams,2020/10/04,6
94a6f34d-40c8-4860-8799-c89a66dece10,Reem,Martinez,2021/02/06,9
89c45c63-0706-4a45-b15d-312826252f84,Zachari,Anderson,2020/09/26,6
983237fd-aae4-4219-8197-843772e88d76,Peggie,Campbell,16March2021,3
c6fe1078-87d6-403e-af53-0eaeece8fd56,Rechelle,Williams,2021-01-02,2
e7f9d8b0-bbab-4758-a39b-8eef7f6ec254,Nola,Green,14January2020,8
a4e54791-236e-44ad-9152-7c63abb2ad21,Dovie,Campbell,Sat Jul  4 00:00:00 2020,1
aff476b7-0ecb-4955-a853-2f1c7bc0ddbf,Troy,Thomas,20-05-28,7
b05a47f8-b127-4eb3-98a2-daaa56600189,Dinesha,Thompson,2020/04/14,3
3b08eb3b-e671-4a3b-9474-fa9cd8a5014d,Jacole,Rodriguez,2021-09-09,6
ee63e3dc-fe0c-4722-a627-fd610b49cf4e,Tacy,Young,01October2021,7
a06ba84a-1dda-48d6-bedf-1e10cacde6aa,Kendelle,White,2021-02-18,6
24d54f0b-6b7a-4769-9faa-ab5e4e429dcf,Kyran,Moore,20-04-08,9
0d4ba695-1f8a-4490-927e-50255f8b2c87,Shandrea,Lewis,20-10-01,6
5ec2404c-b5fc-4c5b-920b-1d45a1f33a65,Shakeia,Campbell,22December2020,2
5e3afed7-e109-4ae9-be71-e94fb461b5e8,Ladena,Wright,Sun Oct 25 00:00:00 2020,7
5d8c7c73-5445-487b-b0d5-2dab2dab6265,Dorthy,Green,Fri Sep  3 00:00:00 2021,2
a6b5cdfa-a7c1-4220-bee5-5d3ceedfe28b,Kanesha,Lewis,28April2020,9
5423fe66-3904-42bd-aeee-a033481dad91,Treanna,Robinson,2020-12-25,8
facb5202-529f-4c63-83a4-6056f7f9a9b6,Felton,Martinez,Wed Jul  1 00:00:00 2020,2
f5a61a52-4f15-4c8d-857d-b9780a874855,Rola,Nelson,13December2021,8
b6f0c917-f653-4b8a-831a-4294666dca9b,Arcelia,Brown,21-04-20,7
720fb05c-201c-423b-93d1-3f988221b35a,Chermaine,Gonzalez,2021-12-07,6
97b79ca0-1ac4-4ec6-acf6-87cafdcedf2a,Darrelle,Scott,07November2021,1
3903447e-b000-4e09-a022-b29b1607081d,Brandolyn,Rodriguez,20-02-23,7
89203a70-84be-4477-8c9e-d6cce0c69d8e,Karyl,Sanchez,02March2020,3
9532fab9-2626-4bb9-976b-8edd39027e98,Teddy,Gonzalez,Wed Jan  1 00:00:00 2020,6
ae0bb6d2-5dee-443e-a350-63ad7c473b6e,Angelle,Sanchez,2021/06/22,8
6b82cc28-e13e-49bc-b778-85881c24e1c9,Japheth,Johnson,2021/02/06,7
b70220ad-ad2e-4cb8-b8e7-78a82c94636d,Cheresa,Mitchell,2021/11/12,7
7b77ea2b-061c-4463-88e2-12bc430478d7,Terrace,Thompson,15October2020,9
9882c71e-ce93-4984-b767-7f847ba17d6f,Evagelia,Moore,Mon Sep 20 00:00:00 2021,5
87bd9026-0e67-412e-bd02-e3e90879777d,Jacklyn,Wilson,30June2021,9
3edf5885-52d2-44d6-b8b0-bf0511ee118b,Martrice,Torres,2021-02-24,1
e080851e-77da-46bf-95c1-b78dfebdab95,Keyonia,Scott,2021-04-10,8
df60bbc6-c392-4399-a428-53936e0557f8,Britteny,Davis,2020/04/19,6
f950ed08-38da-4771-b564-5a23895793cd,Countney,Brown,Fri Dec 24 00:00:00 2021,6
113b2b7c-0cf5-4cce-93d1-d5d2a426acf8,Andice,Young,01February2021,9
92ef534c-ca00-4f04-9963-593778e9f42f,Art,Scott,2020/10/16,1
2ccc9dd9-042b-4849-a184-a7cedee4f8f1,Benajamin,Moore,04April2020,9
10d7bda1-2f77-4fe4-b0cc-c9bfaad75700,Garrit,Garcia,2020/06/13,7
a7324302-8b6e-4fdd-9c3f-71c6d97bf4f9,Jenalea,Green,Thu Feb 11 00:00:00 2021,2
19b2f100-b9e2-44ca-82d4-c3fc79faec9c,Ife,Rivera,2020-09-29,9
b1b30d8c-3a2c-4162-8ac3-cb10f19e0653,Keyosha,Wright,2021-12-08,9
7b91f834-10d6-4058-a3a8-63e3a3198a2a,Ramie,Rodriguez,2020/12/10,10
8ce06ba9-2302-4a9b-af0d-1f2fdf811a71,Niva,Lewis,21May2020,10
1c726525-3aa2-4070-8968-d27434fb8fac,Quianna,Johnson,2020-04-24,3
30c32e82-f518-4436-84d9-8c8110f213f2,Jamin,Jackson,Mon Jun 22 00:00:00 2020,2
e230cce1-6adf-45b8-bc67-5cbb9d967c1b,Koral,Green,21October2020,6
390eeb8d-f716-433f-b34b-59e46f1efd9b,Shelisa,Hill,21-03-04,4
70713f94-eff8-4e8d-bf9f-6cd942f9e209,Hatem,Lopez,20-04-18,1
d67f847f-c4a3-432a-a88d-96c9550af1ff,Leeandra,Smith,20-07-20,9
d6522f04-a2c8-496c-9c61-34e8c69ceacf,Dynisha,Hill,21-10-05,1
52a7b4c0-fa48-4267-93bf-983b77ffcce3,Margalit,Moore,2020-01-30,1
99034592-7a66-4dc7-9530-fbdc6ab2b27c,Seymour,Brown,Mon Mar  2 00:00:00 2020,6
16e1f4d7-d3b8-4a5e-b80c-6839b80dd915,Sharida,Allen,21-06-26,6
8b22aa0b-f75c-4977-aa21-139e669e4116,Reginold,Gonzalez,2020-07-09,10
708a8e8d-68b1-405b-a765-96ecb00b841d,Seaton,Gonzalez,12February2021,8
3b77e4ba-6885-4022-ae81-0eaea2eaaf66,Sabrina,Gonzalez,2021/05/01,1
ed226116-3ef7-4342-98d0-c9af72878878,Ronrico,Johnson,21-02-25,9
19ba49d7-bb81-4f01-88e9-c5afed707c18,Desma,Campbell,Mon Jan  6 00:00:00 2020,2
1167a9f7-7612-4c79-b313-d7362f45862a,Sloan,Rivera,2021/03/02,2
e9332378-e37f-4f60-8bd7-25afe1d34d42,Amamda,Johnson,2020-04-19,7
c07f9a14-04d0-4b63-ae98-55f51a72f373,Emely,Scott,2020-06-01,9
7f2068a3-c268-40de-bb45-c397f59ed8e2,Iffany,Roberts,30June2020,6
e7e523e0-c869-408c-b1dd-1220b73875d6,Krisheena,Flores,Fri May 28 00:00:00 2021,6
b48d8d77-5dd3-4ae0-a9db-22ec5202e299,Jamahl,Harris,2020/08/05,1
39466bd8-2eae-4923-b8ad-ed886deb037e,Lyle,Lee,2020-11-25,9
c6412be4-4eb3-48e0-a6e8-5b00c6d76aa7,Gene,Jones,2020-03-22,4
6e4a3672-3435-4f17-9bfa-668034c2445f,Daine,Perez,Sat Jan 30 00:00:00 2021,1
7250c265-01ef-429e-ac8b-627830c6bc45,Airiel,Young,20October2020,8
d79222f8-f53a-4cdd-941f-d586b7d644dc,Lekita,Rivera,2020/03/19,6
4005424a-dbc5-4065-9852-888f77b32260,Tylicia,Thompson,2020/01/03,9
87df0fe4-4578-4494-8169-5a35e109304b,Janal,Hernandez,Fri Mar 12 00:00:00 2021,5
f55d7ad4-bcc2-4ed2-9a53-99a1b9e00ba0,Delora,Wilson,21January2021,10
bbb8940d-bd36-4f6a-90e7-8032dd7b3e91,Gared,Garcia,21-04-24,10
ad855f29-de30-4cad-95e5-94aad202142c,Beth,Taylor,2020/06/04,9
af19a336-6ad8-41d1-87c7-8b2101057e59,Trisha,Hill,21-08-23,9
90cc598e-6c27-4932-b90e-705d554a1d01,Aneisha,Robinson,2021-11-06,7
ea3efe4b-ff60-446c-9959-a7f748ac33f5,Tod,Williams,2021-04-28,5
c5bfc49b-7368-4277-a6cb-1515a55aca39,Nino,Jones,2021/10/19,7
3a140c6d-1449-47da-99d2-74ca3f27d39f,Ronell,Johnson,20November2020,2
a611c2d8-80d2-4a41-8f63-026a0904c7f8,Callan,Rivera,20-03-04,2
c4c9a21c-d100-4a68-8a89-8c056c12ed42,Gisselle,Rodriguez,2020/08/25,5
02a4ed3a-77c5-46b6-8b53-8a09ce7b5458,Arleigh,Nelson,2020-12-04,5
d71e71c4-a968-4312-84c5-f9cd5756ca9c,Edric,Green,2020/01/18,5
7d58d12c-eb99-4dc0-8c32-45b561634f4f,Matthew,Perez,20-08-27,8
c5849688-4c17-49de-84bd-fead46d62cf4,Narada,Johnson,Thu Dec 16 00:00:00 2021,6
564fbf10-3d25-4b63-a24f-1c2503431184,Linn,Johnson,2021/05/15,10
ca190d5f-eb08-402c-9a35-5cad90e1d2b2,Endy,Wright,09October2021,4
5cdf6cc8-356a-47c7-8f5d-5e61d951fb59,Delmer,Wright,Wed May 19 00:00:00 2021,4
04187f69-2e37-4e5a-9d0e-02c671879ce8,Tirzah,Harris,2021/06/26,5
91a6099d-ea60-4b2c-ab3a-49f93e9188a2,Kindell,Anderson,Thu Jul 23 00:00:00 2020,7
ed2a9256-8668-48fc-a24d-b5f8bd024274,Arista,Smith,21-09-28,7
0cdc8562-9126-44ee-aa25-a8446a5f119a,Maeghan,Hill,20-06-04,10
95219de9-3705-4804-bc2d-2ab631cc9c33,Antione,Carter,21-01-16,3
27c1b6b9-e609-4894-a1d0-a8586cb8cad0,Murice,Hall,2020-06-22,8
f1659c5e-bfbc-42e5-af7f-f6dcc6fb2e1a,Gerry,Sanchez,2021-12-25,1
eba4f58a-0d2e-4173-bda8-406021b17297,Justene,Flores,21-06-09,4
59e74a48-1ed7-4e0b-b95e-8c88b55454ca,Andie,Jones,2021/04/09,1
f427522c-eb09-4c59-92c2-b912e0b4180b,Jehu,Ramirez,2020/06/29,9
586760f3-ba4e-45f2-9b75-bc334f0f681b,Jennelle,Anderson,20-09-20,3
743071a7-1208-4369-824c-8b14d53455f0,Chuck,Jackson,20-11-01,9
52475f7d-38ba-43b9-8584-b3c0fb9ed405,Nakeshia,Nelson,29November2020,3
d10cfb71-48d5-4854-b714-acfe01f3da0f,Paris,Davis,05April2020,1
4d02ffba-93dc-4538-b60d-58af286984ce,Sigifredo,Hall,2021/02/21,1
0e01d422-4a20-4a1e-be3c-e91cbb5f1f6a,Satara,Campbell,2020/02/03,10
91e7d708-6af4-45d7-8329-91d45a56eceb,Lizzie,Rodriguez,2020/11/20,6
957e6e87-1590-441f-8c36-465d3c327e25,Rashed,Wright,2021/10/11,10
3c8cea33-5f7a-4462-afa2-4942ff8e7073,Darry,Carter,2020/12/25,3
eb231359-1f65-4353-941d-c667d3486aa7,Falicia,Gonzalez,2020/04/15,1
b0b84527-7734-47d7-9796-776237849db2,Miko,White,28December2021,9
90ae8bb4-0ed1-4e2d-a281-ccf0f1235c3b,Caleb,Johnson,Thu Jan 14 00:00:00 2021,5
49ad1d32-9f80-451e-a276-189f232585eb,Rondall,Moore,2021-03-22,8
1243aae5-075a-4d0a-8dad-88e5b10338f0,Halle,Wright,14March2020,3
50ac6a01-4301-47be-9112-7037802e5fe2,Ashlyn,Flores,2020/07/02,8
6f1ceabc-ac8d-40e1-9a75-dd56b64c5ff6,Trecia,Harris,Sun Mar 28 00:00:00 2021,6
87faf217-5961-449f-8c40-ad4daad8546e,Elena,Sanchez,2021/01/03,9
95144eac-f1f3-43ac-be41-4b064ff1127a,Teah,Clark,21-04-13,6
dc374e43-9e28-4861-bcab-46961fbe159b,Fielding,Scott,28December2020,2
c4368070-6c43-4a05-b02f-c8386e816dae,Jawad,Sanchez,Fri Apr 16 00:00:00 2021,10
bb5686d0-fb25-4f8d-a54d-a4ac225ffa55,Tyrrell,Roberts,21-10-18,2
f0e21751-e32f-4677-9244-df5e4db2875b,Mitchelle,Campbell,21-08-10,3
6f320d72-c095-42ab-8364-7c6d92ae4abc,Gerrad,Nelson,2021/07/09,10
cb3345c4-e632-4ab4-8c6f-b97b62a6a185,Jacquia,Adams,2021-12-19,3
92b8482a-ea2b-457d-8db8-2756b704fdaa,Phalon,Garcia,2020/08/22,8
aa785b0c-2818-4c7c-a5b5-0f10678f56c8,Bobbiesue,Wilson,2020-07-03,2
6c5697ed-de3b-4774-8479-0777a0e81fd5,Jolyn,Adams,2021/04/05,7
ffbee868-941b-4050-81e6-dd4521ad916d,Jarrette,Thompson,21-10-27,4
88da710f-1bcc-46b1-8d7c-40d32054cd11,Angeline,White,2021/06/24,5
5c9f3ac0-5e37-4b93-af46-8c82ac581837,Rubens,Campbell,04June2021,6
3c640052-fd42-4b56-aca6-e6023e2da87c,Mandeep,King,02July2021,10
0c39f843-6358-4d8d-9765-8d64cbee27b3,Janee,Carter,Tue May  5 00:00:00 2020,8
ab2c12de-3fc8-4a26-9752-bebca7d7c010,Laurajean,Carter,2021-11-11,4
a42e514a-6813-485b-8ecb-1e653ef2bb0c,Sherrilyn,Williams,2020/10/09,8
4f143372-9187-4b17-a68d-9e56450bb365,Linsday,Flores,2020-03-07,4
4037f139-4a2b-4130-b731-d42f88221f7c,Keidra,Wright,20-07-18,3
d7edc92f-e61a-4c00-97b4-8fa332ce1fdb,Iban,Adams,2020/02/01,4
18d7bdf4-e327-4c8b-ad1d-6edd3499b597,Shantel,Lopez,2020/10/18,2
a20b0848-4b00-43c2-b0a6-0dd3a2c3cf7a,Clifton,Martin,21-04-25,10
9a67539c-2ec6-4768-8308-34a841bcf3a3,Calem,Ramirez,2021-08-05,1
c332218e-c4f7-4fe0-b69e-c6daab76d0f7,Desirre,Carter,20-07-13,1
019f9e7b-fdbb-44d9-bf33-cc8f0874e285,Tamyra,Green,2020-11-18,10
d8f0ad70-823b-454e-9be1-b165e89d1aaf,Kush,Miller,20-05-22,10
90fb72d0-1f18-4f16-85b4-3f065fb5382c,Shannon,Gonzalez,2021/08/04,4
d73b2709-66db-4982-a4aa-66dbbd5d1759,Loribeth,Brown,2020-10-21,10
